hour_of_day,is_ooh,energy_usage_kWh,occupancy_level,supply_cost_per_kWh,unit_rate_billed,usage_per_occupant,margin_ratio,rolling_usage_std_3h,high_risk_flag,region_North,region_South,region_West,contract_type_variable,asset_type_Auto Door System,asset_type_Bakery Oven,asset_type_Display Cooler,asset_type_Elevator,asset_type_Fire Alarm,asset_type_HVAC,asset_type_Hand Dryer,asset_type_Lighting,asset_type_Refrigeration Unit,asset_type_Security Camera,asset_type_Server Rack,asset_type_Smart Meter,asset_type_Solar Panel Inverter,asset_type_Water Pump,hour_bucket_evening,hour_bucket_morning,hour_bucket_night,predicted_margin
14,0,76.3984700223083,0.970663040502196,0.0865563133266812,0.107594811329602,78.62650614231698,0.24306102442937924,10.218352799263352,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,81.88148729921777
23,1,0.0,0.7181485265011186,0.1156314459203366,0.168768740788939,0.0,0.459538175251368,0.43538432919085474,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3.093192364428741
23,1,8.053223434227704,0.9318406112558192,0.1125790592784422,0.1686973618803206,8.633011188681207,0.4984735526092066,11.467763109550095,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,11.502981217145699
23,1,60.94635821840885,0.5426191169334558,0.0836477737294926,0.1082239320404761,112.11224241378044,0.0,16.811145847296096,1,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,66.10881824202542
5,1,19.24446144346641,0.6905269184244788,0.0839116467448744,0.1045563265690665,27.82894046599299,0.2460272534492357,33.58438045847912,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,22.155248076479126
6,1,48.52711161110315,0.7730090835347213,0.1012926041832719,0.1281610863089588,62.695790842002786,0.26525557004891126,9.071241158461214,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,52.39201811273361
12,0,6.381834289278637,0.5017587103967224,0.0978218317212363,0.1454351348499529,12.693632466840384,0.48672714071095696,38.4351382205104,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.450268947039103
13,0,26.616136390813097,0.8548907063113631,0.0804460596369111,0.1149896589191456,31.097587804780364,0.42939875623378626,31.49454286231525,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,30.424940887027596
23,1,33.39766974242219,0.6111822633907513,0.088838030917955,0.1085576946169977,54.55510840421835,0.22197247093188827,10.64122289163288,0,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,37.71686387795428
12,0,74.28000823416787,0.8500708064353437,0.1088984660729696,0.1548207591635897,87.27829420596035,0.42169773345095274,13.350530481219245,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,79.58973679262513
23,1,30.1935236804775,0.394751345624014,0.1009344657334677,0.1361270101523653,76.29417818622667,0.34866612396508445,3.719055657990997,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,34.2343772297706
10,0,33.91712325460147,0.4295670825552236,0.1058770136896208,0.1445532967376123,78.7731450656155,1.8264467044062158,28.098667713111986,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,37.94362888620127
11,0,14.867368827911683,0.7755294739026166,0.1004855720778504,0.1451134316461149,19.145916964609867,0.4441190901812689,45.93883622599892,0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,18.277341377245623
23,1,77.20519956410826,0.5085818673670608,0.1113991206531619,0.1619183013788354,151.50695993759916,0.45349659575713525,35.15407557840035,0,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,83.29727684369173
23,1,9.520090856151294,0.9864739139484182,0.0823683341630947,0.1141497278051238,9.640853010572375,0.38583988221704957,36.475933691159476,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,13.29203633599474
1,1,18.561803814897925,0.4311776930623234,0.0802656365365087,0.1115390505058851,42.94947220290976,0.38962133004783966,22.576908022778337,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,21.116467153616387
23,1,80.13352797443234,0.4331607438075307,0.0956422015758946,0.1365071469270944,184.57110440633622,0.42726841664363036,31.667677162298343,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,86.15411457849412
23,1,33.20709295520152,0.8355082876905344,0.0818112344781886,0.1000801010460825,39.69726713273934,0.2233042862444997,15.518527201897752,0,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,37.63268242323885
20,1,16.034868788799095,0.6680050075280439,0.1094458260177184,0.1592736723737224,23.968234330633067,0.45527147304846693,32.73859767505011,0,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,19.886244493518635
13,0,30.381086368411264,0.7860495729390425,0.0996932598487404,0.1266525930731725,38.601236075842834,0.27042193479653326,6.399401711849329,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,33.97899232230385
6,1,54.64069691936276,0.5074396921915852,0.093771938184529,0.118239074280091,107.46741011473509,0.2609212181925724,31.94903579208925,0,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,58.80839296558824
23,1,23.914182861306617,0.6636762877778489,0.1046098672690244,0.1469329958449258,35.97869113287719,0.404579037343802,4.646848162682929,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,27.894994439511063
12,0,44.90687707219452,0.3809158267408975,0.0932059763524547,0.1162314733729804,117.58317914030992,0.24703825774245647,29.701492045460423,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,48.95406084608885
20,1,52.34617849062092,0.990428278511536,0.0987103096073446,0.1348548074908743,52.798754710940834,0.3661666960251465,14.690705332682148,0,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,57.367404630761925
23,1,50.59922736634417,0.5416551082258126,0.1005219860505696,0.1500809860564779,93.24380550249705,0.49301555328985536,20.5643820758654,0,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,55.67837134090294
23,1,24.185880228276,0.4753092981626181,0.0982715731349861,0.138731412191587,50.77767812128378,0.41171284367687133,32.118689525894396,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,28.42113567030208
23,1,42.32911638948326,0.617473431643338,0.116196294667716,0.1625052248715084,68.44128498294761,0.39853969684322965,7.467691593804632,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,46.982108032140445
23,1,50.77119727757004,0.6781156621037774,0.102404832905286,0.146760100277507,74.76075153426746,0.4331356323969129,23.37364697678196,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,55.957033191543886
22,1,15.133746468088145,0.4088328670082051,0.1047070148520696,0.1388961000495117,36.92662957601485,0.32651937876302034,25.609358579403114,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,18.88331301129117
12,0,51.91299832255768,0.6283328059864571,0.0907156376686843,0.1130873175022387,82.48894357443494,0.24661274399296265,22.103832154666566,0,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,56.32819930585005
23,1,39.42891811907618,0.7194224853605562,0.0862022630380848,0.1159965193086049,54.73027136200898,0.34563093312420634,5.199521861842532,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,43.95611368473202
18,0,31.998475424559143,0.6663312627765268,0.1018908615434329,0.1225583206927908,47.94991214921496,0.20283856124307637,19.679597074028244,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,36.024955979343304
23,1,24.469326037979258,0.3834416902237372,0.1087209322734889,0.1506243879183976,63.64899192836919,0.38542070286633723,0.44381829196935185,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,28.272702570655493
11,0,74.96661617533125,0.5398252540641515,0.0997201204631226,0.1294792253906833,138.6152285086134,0.29842588417980065,35.2025929656519,0,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,80.21687347455996
9,0,46.2080846353804,0.6153505704222441,0.0945808836720284,0.1226942334314361,74.9704581334687,0.2972406721250671,35.96677192482635,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,50.410619503090075
23,1,32.17046765605651,0.9966582594312612,0.0952969939647152,0.1231544389893729,32.245979374135636,0.2923214363779302,8.276832255408491,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,36.53424149103701
3,1,27.515080602607306,0.9815452477316248,0.1140599924500811,0.1577878364916819,28.00388141526369,0.38337460637829374,11.720427009538474,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,30.542666570874353
14,0,44.94995622412269,0.7291924357624785,0.0963631774299636,0.1435719934058579,61.55905487734234,0.4899040094588319,6.585126952400234,0,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,49.17946299833592
23,1,14.723700380490357,0.475455097054099,0.0837086915478855,0.1188966423848071,30.90259810741107,0.42035856358937307,31.46719613629446,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,18.644428322050413
23,1,31.46633303094928,0.736325770099348,0.1062146539008819,0.131682581755313,42.67629629533968,0.23977719380425574,21.1931263073849,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,35.874757890246826
23,1,12.210458145753432,0.9196675596153964,0.0954176524270381,0.1164135352974951,13.26261365270031,0.22004002540632908,13.326974215867153,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,15.760423205071335
23,1,51.35681109908813,0.4319863098815524,0.0810144767490158,0.1207206125995168,118.61070414244108,0.49011043472019317,18.542508130079906,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,56.30983395544834
23,1,12.23667110761256,0.5511531490080054,0.0897128978199706,0.1120209094940056,22.161733804465086,0.24865776280872975,37.84216277371284,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,16.055099171742103
1,1,76.7371346271868,0.6071418904765223,0.0969787886510179,0.1205686066157439,126.18294485035032,0.24324686453755096,20.894917686856136,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,81.32788713860087
16,0,31.62532744484991,0.9603064649560398,0.0856407779880146,0.1071638833988666,32.898278122259505,0.2513174967502481,19.850096297953012,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,35.63674562288624
2,1,33.62913965285202,0.4637249551200505,0.082705804328851,0.100079305215043,72.36353305831132,0.2100631093859209,38.74506238925571,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,36.89535515653334
3,1,16.923890259968907,0.4034745274101592,0.0946083044230419,0.1255785482852958,41.84167138616163,0.3273502323732492,8.878728259627426,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,19.355625272833713
23,1,0.0,0.6323523408097376,0.0844872436942771,0.1058513476122342,0.0,0.2528671074040664,41.41158309378165,0,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,3.5033567428713237
2,1,64.85672400287226,0.3988743104473528,0.0858800667653615,0.1140276588562871,162.19277485046456,0.32775407164894504,30.010484638486936,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,68.95885432316534
18,0,49.65882154214722,0.8143242134330784,0.1096320737615422,0.1389255841898992,60.906840155095196,0.2671978702632622,40.447052707519,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,54.6559368734454
23,1,20.09673236647606,0.431892820208091,0.1180768401101582,0.1627455080061512,46.42426815213888,0.3783000935214424,32.80495261529316,0,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,24.18956620177745
23,1,28.473323256903296,0.9749661997575664,0.0856130029499382,0.1102723869549421,29.174497297115593,0.28803198108683575,1.9551263383668989,0,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,32.59538072863063
23,1,47.850577737504025,0.8330435725871339,0.089037476541272,0.1315286928487055,57.37179604307183,0.477227322979147,10.627553525877861,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,52.829216882649604
9,0,46.261652494697785,0.9845884285236784,0.1090986823004803,0.1406666527879937,46.93810434036195,0.28935187185634687,21.809500362046624,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,50.42092895012223
23,1,77.10300673994021,0.8285580206543017,0.0836295338222282,0.1159448996532993,92.94468237330325,0.38641032943753006,34.191966379895945,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,83.42222194926481
11,0,43.49757597218614,0.8340951384531337,0.0,0.1358944483044876,52.08697065672987,0.48849446782309486,26.219242510597482,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,47.759066262246435
9,0,16.97182071752462,0.4774540969734789,0.0907972753556129,0.1213955087448509,35.472202714705524,0.3369928746117304,47.19577401722934,0,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,20.241147410018986
23,1,50.71549790453711,0.9180063530177272,0.114724387084739,0.1719473122940132,55.18514397425372,0.49878520438157803,26.286399001479747,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,56.056445742389144
0,1,32.51338025484768,0.9595131285322134,0.0,0.1334412761874415,33.85001130024352,0.22374209721738678,3.4108615611811413,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,35.3607388425056
23,1,96.19606777130936,0.5186350026915708,0.0822019260691272,0.0,185.122378733225,0.3215831182982805,49.27269859303719,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,103.06289379226997
23,1,29.77298828315445,0.7473252593264725,0.100446806297276,0.1433469266601428,39.78615971075401,0.427091497429803,14.481749048399998,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,34.108992549083
23,1,81.38421878490409,0.5294550728669849,0.0860965591947814,0.1138628976108423,153.42339615123583,0.3225018403600805,33.64699816225449,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,87.60105913033325
7,1,35.856767859175704,0.7944981044018575,0.0911936080392349,0.1209440652127232,45.07461131681356,0.3262330203934548,11.868695938186104,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,39.36918633803003
23,1,6.753198301169173,0.8567488264708363,0.111982134694658,0.1498110058127184,7.873165305226779,0.3378071957916931,20.804185358191358,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,10.227086369136666
23,1,22.462191274192698,0.6360520192229523,0.0855871019117797,0.1273095324069111,35.25958728078608,0.48748248906207237,22.86179126080857,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,26.618838282983017
23,1,25.780364370809213,0.9321580516876604,0.1166975655772208,0.1629816990620448,27.627007369420653,0.3966147829403609,20.39948954975025,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,30.08504480907474
19,1,75.04534031175388,0.8407286046804168,0.1131799357154122,0.1413684871694369,89.15621958724654,0.24905932388102237,36.38149050319908,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,81.03431822095406
23,1,51.13439967881982,0.5468461912509222,0.0984517270851956,0.1302070943142099,93.33714552630605,0.32254694854935784,16.561036750764327,0,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,56.12674241883525
18,0,41.39548968053815,0.4388416685066805,0.0,0.135061012268661,94.1145249404887,0.46022668249785137,19.057774528804547,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,45.684090256115
23,1,34.740052457917976,0.7805500695020129,0.0810117932179005,0.1059983543874692,44.45019431711343,0.3084300617824188,22.959667739512863,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,39.3275545890811
23,1,37.75778474385671,0.3436921752641611,0.0816195388959149,0.116351849840959,109.54059144197383,0.42553779049566753,27.666959669665708,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,42.26925985365692
23,1,44.55917316558246,0.3873221187572774,0.0908819935147091,0.1223710644778393,114.74796570481833,0.3464822016724568,4.2948934350836065,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,49.01515939374869
10,0,9.299743748347936,0.4157688773207144,0.1038845546134184,0.1556611872451186,22.313911269318567,0.49840033386356725,16.726492976659976,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,12.067216378107569
18,0,29.211464754109283,0.6111797042425694,0.0898800813392248,0.1158623170632472,47.71714016597741,0.2890755813440843,3.0631875739769923,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,32.95067203405881
23,1,17.422036419121273,0.3031282951706585,0.0902374290199813,0.1332110401040786,57.285154639574316,0.4762252006107161,34.191966379895945,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,21.380400333451952
23,1,101.8696888867362,0.8513520843175841,0.1185193896709307,0.1701331941722981,119.51597322401786,0.43548791379338503,28.0470350056434,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,109.07604661497535
23,1,22.880749525813503,0.8610692136619926,0.0950359513211817,0.1175031686587051,26.541661809981743,0.2364064725408127,31.14528245488024,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,27.131347584030305
23,1,120.70767225346572,0.9677009649148198,0.119371651646741,0.1602475087848508,124.60777538719582,0.34242492422705617,63.04833024916364,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,129.11078026746193
12,0,45.00436724175968,0.5001974194484449,0.1060941579401888,0.1573535265023614,89.79369305469659,0.48314876333810347,22.59451252159414,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,49.157595084117105
1,1,43.493218017725866,0.5100051604404212,0.0873630468186016,0.1106745407782899,85.11307005244382,0.2668340157294809,21.14073363174141,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,46.86261345251516
23,1,61.720008188722005,0.4108545817764985,0.0994023705036063,0.1363138134845544,149.85873878711797,0.37133302384860906,20.647059172026374,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,66.9737761990513
7,1,23.001918494724123,0.3256423879813568,0.0987658719523256,0.1261648433474114,70.41926994495572,0.2774121288009491,6.601423443611242,0,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,25.77474537852471
13,0,4.949452073916197,0.4069689349584907,0.0984999722302008,0.132688491549126,12.131933708187328,0.34708454516619436,23.067663197543645,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.793666222430002
13,0,46.8144828796248,0.5223685867222367,0.1022267828164204,0.1371351738584632,89.44840035741441,0.3414791812598417,51.854466710392614,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,51.43952799297257
7,1,24.04770505829532,0.8319324808533286,0.0844391002472741,0.1112851178180115,28.87113374863081,0.31793192115122293,5.556477314670585,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,27.048087447769372
23,1,9.448164667285653,0.861683294472219,0.0921163794882276,0.1265290477984182,10.952066335150196,0.3735738758765087,7.832426665597771,1,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,12.862249186624126
23,1,30.818897895835065,0.4233085600525997,0.1029874954749578,0.1245656539417804,72.63322213441694,0.20952146066445898,1.555957551162874,0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,34.83167345736956
2,1,10.350049792687004,0.6241912224124322,0.0989516942844546,0.1317259287313569,16.555014564582585,0.3312112508488928,28.10753744061371,1,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,12.711187095040621
12,0,33.507624046570335,0.8849941885952199,0.0925946456418683,0.1113127958175097,37.819236827837486,0.20215088805695566,33.83921606719125,0,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,37.46665569380826
23,1,5.515198804806319,0.876594963956316,0.1179492143891643,0.142610874870241,6.284446733767776,0.209083896860853,27.215303107137064,1,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,8.966527490616716
23,1,38.72194148896834,0.6161293099447218,0.0979492008471566,0.129690590726335,62.74526402325112,0.3240588582240497,30.576686352909743,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,43.4949486386227
21,1,73.9582203958228,0.9121002323563984,0.0878324748739636,0.1076273094867114,80.99682573178414,0.22536999177745817,38.16260450401311,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,80.0834493616942
23,1,61.26228324887274,0.3885395888933083,0.0820631957776271,0.1213129630488581,157.26843944904397,0.47828614066788805,5.122563815568459,0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,66.28075050158105
23,1,88.81477831992589,0.4087446367366304,0.0990812321113061,0.1430474499652578,216.7564145007051,0.4437386067455419,42.5926185375757,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,95.18464591987617
15,0,105.48758018174208,0.392603141399757,0.1153025474093128,0.1590488035754002,268.00492446935334,0.37940376151549005,23.261565897748664,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,111.57740689318453
23,1,59.50365632776133,0.3824095960261134,0.084622632831639,0.1203481284636603,155.19605389247647,0.4221734007490173,3.683176023529473,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,64.44041213480801
23,1,23.53704417901349,0.963220329491438,0.0926347648408481,0.1355385027435958,24.41044174149254,0.46314729899390755,8.902770922408594,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,27.603289011760634
23,1,104.25919590294043,0.9224621544384431,0.1027089248890428,0.1440554970628797,112.90034507839728,0.40256028000502186,16.2350213549984,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,111.46359110249557
23,1,30.30892793657682,0.9003094190114909,0.0970622759116161,0.1395422327782246,33.627661374956084,0.4376552277340796,49.28398012252982,0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,35.10299094557486
12,0,42.68079001548917,0.7256764524285413,0.083823788967099,0.1110641300579221,58.73424117824465,0.3249705756171405,4.844278227741514,0,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,46.608374483691975
7,1,28.3238536536514,0.6035580435998631,0.1189161915415377,0.0,46.85051163159781,0.29699555565015595,14.622688077785554,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,31.522471275857153
23,1,14.576831023469191,0.7939853800257501,0.0948737837993212,0.1200349825404886,18.33597370431773,0.26520515781580695,7.66234457274634,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,18.161819726877876
23,1,19.43120000309856,0.5375991668231996,0.1101465500185392,0.1378061220698902,36.07729309666207,0.2511149265578466,5.926439085949656,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,23.177106513288884
23,1,27.687174212100995,0.536754527057093,0.1065060841734463,0.1298354419914327,51.48664087240955,0.21904174663787554,8.138716057378723,0,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,31.738535090591384
23,1,28.832659563587463,0.6528717981815517,0.0867145402400752,0.1239157205160524,44.09527929446177,0.0,18.585600267676508,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,32.946557514110474
23,1,48.721020943712674,0.8116034226795883,0.0850398342213838,0.1246656328208822,59.95670161350465,0.4659663712025046,37.07063918346888,0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,54.04332600647133
23,1,20.062654694454043,0.6482020923423805,0.0,0.1223299000540669,30.90355827730954,0.2828691537754346,19.053827585573703,0,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,24.025941729164437
23,1,78.99896130811585,0.566005585047052,0.1147365567593006,0.1391127365780254,139.32660169751284,0.21245323734695692,26.515287041787627,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,85.07562190613453
23,1,79.22768474277018,0.7963171312587058,0.1112467436358852,0.165794884407594,99.36784453344843,0.49033416259806495,31.999772876691143,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,85.62206504619955
19,1,0.0,0.8576943702494042,0.1157373839323625,0.1565474557661954,0.0,0.3526077335330897,13.89603927282036,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,2.9463404336794508
23,1,79.42249662400936,0.8888902665088192,0.0867798786522576,0.1112972580721041,89.2497643957793,0.28252337095194674,28.655146192872458,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,85.78208196099399
13,0,14.854879573911074,0.7115191308232989,0.0922063094525516,0.1334109812911863,20.84839400276399,0.4468714913172304,6.6739287000297685,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,17.913440977035062
5,1,43.90618183832643,0.4700350670446347,0.1171232417250691,0.1577636965385592,93.21212986073908,0.3469881398897567,5.245048270169979,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,47.36244954314144
23,1,1.270956922939979,0.4281213929202779,0.1097030294554133,0.1528522109849348,2.9617654675540663,0.3932989565847804,20.162019611346423,1,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4.539906871157318
23,1,0.0,0.3775076892837906,0.0848020283008342,0.1170624220060421,0.0,0.3804192126496246,27.722803152374613,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3.376360676745949
23,1,48.165635241071215,0.9029399313822302,0.0,0.1543818602624144,53.28411055745741,0.44584221603036034,11.00812318651646,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,53.19261412550115
9,0,47.45279406632329,0.7898418603633515,0.1072797555999565,0.1362098392614559,60.00288609472589,0.26966902255515796,25.620847793922657,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,51.66826748132797
23,1,20.45853382193899,0.5988393503803295,0.0998250577668505,0.14251225125127,34.106688414101555,0.42761792902960005,13.783110064294648,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,24.4287952914349
23,1,33.134047027725195,0.4232724236534447,0.0975605999985986,0.1439920089880731,78.09615987389705,0.4759223021866767,39.03820622030795,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,37.733914075930045
